# 6 Degree M1845 (Up to date),,,,
# 3090 data points written for 5 variables.,,,,
# Simulation warnings:,,,,
"#   Recovery device deployment at high speed (23.8 m/s):  ""Drogue""",,,,
"#   Recovery device deployment at high speed (27.7 m/s):  ""Main""",,,,
#,,,,
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Vertical acceleration (m/s^2)
# Event IGNITION occurred at t=0 seconds,,,,
# Event LAUNCH occurred at t=0 seconds,,,,
102.276,2408.665,5328.613,-28.463,0.03924
102.776,2361.99,5281.937,-28.444,0.03924
103.276,2315.347,5235.294,-28.424,0.03924
103.776,2268.736,5188.684,-28.404,0.03924
104.276,2222.158,5142.106,-28.384,0.03924
104.776,2175.613,5095.56,-28.364,0.03924
105.276,2129.1,5049.047,-28.345,0.03924
105.776,2082.618,5002.566,-28.325,0.03924
106.276,2036.169,4956.117,-28.306,0.03924
106.776,1989.752,4909.7,-28.286,0.03924
107.276,1943.367,4863.314,-28.267,0.03924
107.776,1897.014,4816.961,-28.247,0.03924
108.276,1850.693,4770.641,-28.227,0.03924
108.776,1804.406,4724.353,-28.207,0.03924
109.276,1758.151,4678.098,-28.187,0.03924
109.776,1711.929,4631.877,-28.167,0.03924
110.276,1665.74,4585.688,-28.147,0.03924
110.776,1619.584,4539.532,-28.127,0.03924
111.276,1573.461,4493.409,-28.107,0.03924
111.776,1527.371,4447.318,-28.087,0.03924
112.276,1481.313,4401.261,-28.067,0.03924
112.776,1435.288,4355.236,-28.047,0.03924
113.276,1389.295,4309.243,-28.027,0.03924
113.776,1343.335,4263.282,-28.008,0.03924
114.276,1297.407,4217.354,-27.988,0.03924
114.776,1251.511,4171.458,-27.968,0.03924
115.276,1205.647,4125.594,-27.949,0.03924
115.776,1159.814,4079.762,-27.93,0.03924
116.276,1114.014,4033.961,-27.91,0.03924
# Event MAIN_DEPLOYMENT occurred at t=116.276 seconds,,,,
116.776,1068.245,3988.193,-27.891,284.49
116.78,1067.929,3987.877,-26.891,263.77128
116.784,1067.601,3987.548,-25.891,243.79812
116.788,1067.259,3987.206,-24.891,224.59014
116.792,1066.902,3986.85,-23.891,206.13753
116.797,1066.53,3986.478,-22.891,188.44029
116.802,1066.14,3986.088,-21.891,171.50823
116.808,1065.731,3985.678,-20.891,155.32173
116.815,1065.3,3985.247,-19.891,139.8906
116.822,1064.845,3984.792,-18.891,125.22465
116.83,1064.363,3984.31,-17.891,111.30426
116.839,1063.85,3983.798,-16.891,98.14905
116.849,1063.302,3983.25,-15.891,85.74921
116.86,1062.713,3982.661,-14.891,74.10474
116.874,1062.076,3982.023,-13.891,63.21564
116.89,1061.38,3981.328,-12.891,53.08191
116.909,1060.614,3980.562,-11.891,43.70355
116.932,1059.759,3979.707,-10.891,35.09037
116.96,1058.787,3978.735,-9.891,27.22275
116.997,1057.655,3977.603,-8.891,20.12031
117.047,1056.286,3976.234,-7.891,13.77324
117.119,1054.525,3974.472,-6.891,8.18154
117.241,1051.96,3971.907,-5.891,3.34521
117.466,1047.9,3967.847,-5.142,0.21582
117.723,1043.588,3963.535,-5.087,2.40E-03
117.983,1039.253,3959.201,-5.086,1.27E-03
118.242,1034.919,3954.867,-5.086,1.27E-03
118.502,1030.586,3950.534,-5.086,1.27E-03
118.762,1026.253,3946.201,-5.085,1.26E-03
119.021,1021.921,3941.869,-5.085,1.26E-03
119.281,1017.589,3937.537,-5.085,1.26E-03
119.541,1013.258,3933.206,-5.084,1.26E-03
119.8,1008.928,3928.875,-5.084,1.26E-03
120.06,1004.598,3924.545,-5.084,1.26E-03
120.319,1000.268,3920.216,-5.083,1.26E-03
120.579,995.94,3915.887,-5.083,1.26E-03
120.838,991.611,3911.559,-5.083,1.26E-03
121.098,987.284,3907.231,-5.082,1.26E-03
121.357,982.956,3902.904,-5.082,1.26E-03
121.617,978.63,3898.577,-5.082,1.26E-03
121.876,974.304,3894.251,-5.081,1.26E-03
122.136,969.978,3889.926,-5.081,1.26E-03
122.395,965.653,3885.601,-5.081,1.26E-03
122.655,961.329,3881.277,-5.081,1.26E-03
122.914,957.005,3876.953,-5.08,1.26E-03
123.174,952.682,3872.629,-5.08,1.26E-03
123.433,948.359,3868.307,-5.08,1.26E-03
123.692,944.037,3863.985,-5.079,1.26E-03
123.952,939.716,3859.663,-5.079,1.26E-03
124.211,935.395,3855.342,-5.079,1.26E-03
124.47,931.074,3851.022,-5.078,1.26E-03
124.73,926.754,3846.702,-5.078,1.26E-03
124.989,922.435,3842.382,-5.078,1.25E-03
125.248,918.116,3838.063,-5.077,1.25E-03
125.507,913.798,3833.745,-5.077,1.25E-03
125.767,909.48,3829.428,-5.077,1.25E-03
126.026,905.163,3825.11,-5.076,1.25E-03
126.285,900.846,3820.794,-5.076,1.25E-03
126.544,896.53,3816.478,-5.076,1.25E-03
126.803,892.215,3812.162,-5.075,1.25E-03
127.062,887.9,3807.847,-5.075,1.25E-03
127.322,883.585,3803.533,-5.075,1.25E-03
127.581,879.272,3799.219,-5.074,1.25E-03
127.84,874.958,3794.906,-5.074,1.25E-03
128.099,870.646,3790.593,-5.074,1.25E-03
128.358,866.333,3786.281,-5.073,1.25E-03
128.617,862.022,3781.969,-5.073,1.25E-03
128.876,857.711,3777.658,-5.073,1.25E-03
129.135,853.4,3773.348,-5.072,1.25E-03
129.394,849.09,3769.038,-5.072,1.25E-03
129.653,844.781,3764.728,-5.072,1.25E-03
129.912,840.472,3760.42,-5.071,1.25E-03
130.171,836.164,3756.111,-5.071,1.25E-03
130.43,831.856,3751.804,-5.071,1.25E-03
130.689,827.549,3747.496,-5.07,1.25E-03
130.948,823.242,3743.19,-5.07,1.25E-03
131.207,818.936,3738.884,-5.07,1.25E-03
131.465,814.63,3734.578,-5.069,1.24E-03
131.724,810.325,3730.273,-5.069,1.24E-03
131.983,806.021,3725.969,-5.069,1.24E-03
132.242,801.717,3721.665,-5.069,1.24E-03
132.501,797.414,3717.361,-5.068,1.24E-03
132.759,793.111,3713.058,-5.068,1.24E-03
133.018,788.809,3708.756,-5.068,1.24E-03
133.277,784.507,3704.454,-5.067,1.24E-03
133.536,780.206,3700.153,-5.067,1.24E-03
133.794,775.905,3695.853,-5.067,1.24E-03
134.053,771.605,3691.553,-5.066,1.24E-03
134.312,767.306,3687.253,-5.066,1.24E-03
134.57,763.007,3682.954,-5.066,1.24E-03
134.829,758.708,3678.656,-5.065,1.24E-03
135.088,754.41,3674.358,-5.065,1.24E-03
135.346,750.113,3670.06,-5.065,1.24E-03
135.605,745.816,3665.764,-5.064,1.24E-03
135.863,741.52,3661.467,-5.064,1.24E-03
136.122,737.224,3657.172,-5.064,1.24E-03
136.381,732.929,3652.876,-5.063,1.24E-03
136.639,728.634,3648.582,-5.063,1.24E-03
136.898,724.34,3644.288,-5.063,1.24E-03
137.156,720.047,3639.994,-5.062,1.24E-03
137.415,715.754,3635.701,-5.062,1.24E-03
137.673,711.461,3631.409,-5.062,1.24E-03
137.932,707.169,3627.117,-5.061,1.24E-03
138.19,702.878,3622.825,-5.061,1.24E-03
138.448,698.587,3618.535,-5.061,1.24E-03
138.707,694.297,3614.244,-5.061,1.23E-03
138.965,690.007,3609.955,-5.06,1.23E-03
139.224,685.718,3605.665,-5.06,1.23E-03
139.482,681.429,3601.377,-5.06,1.23E-03
139.74,677.141,3597.089,-5.059,1.23E-03
139.999,672.854,3592.801,-5.059,1.23E-03
140.257,668.567,3588.514,-5.059,1.23E-03
140.515,664.28,3584.228,-5.058,1.23E-03
140.773,659.994,3579.942,-5.058,1.23E-03
141.032,655.709,3575.656,-5.058,1.23E-03
141.29,651.424,3571.371,-5.057,1.23E-03
141.548,647.14,3567.087,-5.057,1.23E-03
141.806,642.856,3562.803,-5.057,1.23E-03
142.064,638.573,3558.52,-5.056,1.23E-03
142.323,634.29,3554.237,-5.056,1.23E-03
142.581,630.008,3549.955,-5.056,1.23E-03
142.839,625.726,3545.674,-5.055,1.23E-03
143.097,621.445,3541.392,-5.055,1.23E-03
143.355,617.164,3537.112,-5.055,1.23E-03
143.613,612.884,3532.832,-5.054,1.23E-03
143.871,608.605,3528.552,-5.054,1.23E-03
144.129,604.326,3524.274,-5.054,1.23E-03
144.387,600.048,3519.995,-5.054,1.23E-03
144.645,595.77,3515.717,-5.053,1.23E-03
144.903,591.492,3511.44,-5.053,1.23E-03
145.161,587.216,3507.163,-5.053,1.22E-03
145.419,582.939,3502.887,-5.052,1.22E-03
145.677,578.664,3498.611,-5.052,1.22E-03
145.935,574.388,3494.336,-5.052,1.22E-03
146.193,570.114,3490.061,-5.051,1.22E-03
146.451,565.84,3485.787,-5.051,1.22E-03
146.709,561.566,3481.514,-5.051,1.22E-03
146.967,557.293,3477.241,-5.05,1.22E-03
147.225,553.021,3472.968,-5.05,1.22E-03
147.483,548.749,3468.696,-5.05,1.22E-03
147.741,544.477,3464.425,-5.049,1.22E-03
147.998,540.206,3460.154,-5.049,1.22E-03
148.256,535.936,3455.883,-5.049,1.22E-03
148.514,531.666,3451.614,-5.048,1.22E-03
148.772,527.397,3447.344,-5.048,1.22E-03
149.029,523.128,3443.076,-5.048,1.22E-03
149.287,518.86,3438.807,-5.048,1.22E-03
149.545,514.592,3434.54,-5.047,1.22E-03
149.803,510.325,3430.272,-5.047,1.22E-03
150.06,506.058,3426.006,-5.047,1.22E-03
150.318,501.792,3421.74,-5.046,1.22E-03
150.576,497.527,3417.474,-5.046,1.22E-03
150.833,493.262,3413.209,-5.046,1.22E-03
151.091,488.997,3408.945,-5.045,1.22E-03
151.348,484.733,3404.681,-5.045,1.22E-03
151.606,480.47,3400.417,-5.045,1.22E-03
151.864,476.207,3396.154,-5.044,1.21E-03
152.121,471.944,3391.892,-5.044,1.21E-03
152.379,467.682,3387.63,-5.044,1.21E-03
152.636,463.421,3383.369,-5.043,1.21E-03
152.894,459.16,3379.108,-5.043,1.21E-03
153.151,454.9,3374.848,-5.043,1.21E-03
153.409,450.64,3370.588,-5.043,1.21E-03
153.666,446.381,3366.329,-5.042,1.21E-03
153.924,442.122,3362.07,-5.042,1.21E-03
154.181,437.864,3357.812,-5.042,1.21E-03
154.438,433.607,3353.554,-5.041,1.21E-03
154.696,429.35,3349.297,-5.041,1.21E-03
154.953,425.093,3345.04,-5.041,1.21E-03
155.211,420.837,3340.784,-5.04,1.21E-03
155.468,416.581,3336.529,-5.04,1.21E-03
155.725,412.326,3332.274,-5.04,1.21E-03
155.983,408.072,3328.019,-5.039,1.21E-03
156.24,403.818,3323.765,-5.039,1.21E-03
156.497,399.565,3319.512,-5.039,1.21E-03
156.754,395.312,3315.259,-5.038,1.21E-03
157.012,391.059,3311.007,-5.038,1.21E-03
157.269,386.808,3306.755,-5.038,1.21E-03
157.526,382.556,3302.504,-5.038,1.21E-03
157.783,378.305,3298.253,-5.037,1.21E-03
158.041,374.055,3294.003,-5.037,1.21E-03
158.298,369.805,3289.753,-5.037,1.21E-03
158.555,365.556,3285.504,-5.036,1.21E-03
158.812,361.308,3281.255,-5.036,1.20E-03
159.069,357.059,3277.007,-5.036,1.27E-03
159.326,352.812,3272.759,-5.035,1.28E-03
159.583,348.565,3268.512,-5.035,1.28E-03
159.84,344.318,3264.266,-5.035,1.28E-03
160.097,340.072,3260.02,-5.034,1.28E-03
160.354,335.827,3255.774,-5.034,1.28E-03
160.611,331.582,3251.53,-5.034,1.28E-03
160.868,327.338,3247.285,-5.033,1.28E-03
161.125,323.094,3243.042,-5.033,1.28E-03
161.382,318.851,3238.799,-5.033,1.28E-03
161.639,314.608,3234.556,-5.032,1.28E-03
161.896,310.366,3230.314,-5.032,1.28E-03
162.153,306.125,3226.072,-5.032,1.28E-03
162.41,301.884,3221.832,-5.031,1.27E-03
162.667,297.644,3217.591,-5.031,1.27E-03
162.924,293.404,3213.351,-5.031,1.27E-03
163.181,289.165,3209.112,-5.03,1.27E-03
163.438,284.926,3204.873,-5.03,1.27E-03
163.694,280.688,3200.635,-5.03,1.27E-03
163.951,276.45,3196.398,-5.029,1.27E-03
164.208,272.213,3192.16,-5.029,1.27E-03
164.465,267.976,3187.924,-5.029,1.27E-03
164.722,263.74,3183.688,-5.028,1.27E-03
164.978,259.505,3179.453,-5.028,1.27E-03
165.235,255.27,3175.218,-5.028,1.27E-03
165.492,251.036,3170.983,-5.028,1.27E-03
165.748,246.802,3166.75,-5.027,1.27E-03
166.005,242.569,3162.516,-5.027,1.27E-03
166.262,238.336,3158.284,-5.027,1.27E-03
166.518,234.104,3154.052,-5.026,1.27E-03
166.775,229.873,3149.82,-5.026,1.27E-03
167.032,225.642,3145.589,-5.026,1.27E-03
167.288,221.411,3141.359,-5.025,1.27E-03
167.545,217.181,3137.129,-5.025,1.27E-03
167.801,212.952,3132.899,-5.025,1.27E-03
168.058,208.723,3128.671,-5.024,1.27E-03
168.314,204.495,3124.442,-5.024,1.27E-03
168.571,200.267,3120.215,-5.024,1.26E-03
168.827,196.04,3115.987,-5.023,1.26E-03
169.084,191.813,3111.761,-5.023,1.26E-03
169.34,187.587,3107.535,-5.023,1.26E-03
169.597,183.362,3103.309,-5.022,1.26E-03
169.853,179.137,3099.084,-5.022,1.26E-03
170.11,174.912,3094.86,-5.022,1.26E-03
170.366,170.688,3090.636,-5.021,1.26E-03
170.622,166.465,3086.413,-5.021,1.26E-03
170.879,162.242,3082.19,-5.021,1.26E-03
171.135,158.02,3077.967,-5.02,1.26E-03
171.391,153.798,3073.746,-5.02,1.26E-03
171.648,149.577,3069.525,-5.02,1.26E-03
171.904,145.356,3065.304,-5.019,1.26E-03
172.16,141.136,3061.084,-5.019,1.26E-03
172.416,136.917,3056.864,-5.019,1.26E-03
172.673,132.698,3052.645,-5.018,1.26E-03
172.929,128.479,3048.427,-5.018,1.26E-03
173.185,124.262,3044.209,-5.018,1.26E-03
173.441,120.044,3039.992,-5.017,1.26E-03
173.697,115.827,3035.775,-5.017,1.26E-03
173.954,111.611,3031.559,-5.017,1.26E-03
174.21,107.395,3027.343,-5.016,1.26E-03
174.466,103.18,3023.128,-5.016,1.26E-03
174.722,98.966,3018.913,-5.016,1.26E-03
174.978,94.751,3014.699,-5.016,1.25E-03
175.234,90.538,3010.485,-5.015,1.25E-03
175.49,86.325,3006.272,-5.015,1.25E-03
175.746,82.112,3002.06,-5.015,1.25E-03
176.002,77.9,2997.848,-5.014,1.25E-03
176.258,73.689,2993.637,-5.014,1.25E-03
176.514,69.478,2989.426,-5.014,1.25E-03
176.77,65.268,2985.215,-5.013,1.25E-03
177.026,61.058,2981.006,-5.013,1.25E-03
177.282,56.849,2976.796,-5.013,1.25E-03
177.538,52.64,2972.588,-5.012,1.25E-03
177.794,48.432,2968.379,-5.012,1.25E-03
178.05,44.224,2964.172,-5.012,1.25E-03
178.306,40.017,2959.965,-5.011,1.25E-03
178.562,35.811,2955.758,-5.011,1.25E-03
178.817,31.605,2951.552,-5.011,1.25E-03
179.073,27.399,2947.347,-5.01,1.25E-03
179.329,23.194,2943.142,-5.01,1.25E-03
179.585,18.99,2938.937,-5.01,1.25E-03
179.841,14.786,2934.734,-5.009,1.25E-03
180.096,10.583,2930.53,-5.009,1.25E-03
180.352,6.38,2926.327,-5.009,1.25E-03
# Event GROUND_HIT occurred at t=180.74 seconds,,,,
180.74,0,2919.948,-5.008,1.25E-03
153.063,163.97,3083.918,-5.021,1.29E-04
153.319,159.748,3079.695,-5.02,1.29E-04
153.575,155.526,3075.474,-5.02,1.29E-04
153.832,151.305,3071.252,-5.02,1.29E-04
154.088,147.084,3067.031,-5.02,1.28E-04
154.344,142.863,3062.811,-5.019,1.28E-04
154.601,138.644,3058.591,-5.019,1.28E-04
154.857,134.425,3054.372,-5.019,1.28E-04
155.113,130.206,3050.153,-5.018,1.28E-04
155.369,125.988,3045.935,-5.018,1.28E-04
155.625,121.77,3041.718,-5.018,1.28E-04
155.882,117.553,3037.501,-5.017,1.28E-04
156.138,113.337,3033.284,-5.017,1.28E-04
156.394,109.121,3029.068,-5.017,1.28E-04
156.65,104.905,3024.853,-5.016,1.28E-04
156.906,100.69,3020.638,-5.016,1.28E-04
157.162,96.476,3016.424,-5.016,1.28E-04
157.418,92.262,3012.21,-5.015,1.28E-04
157.674,88.049,3007.997,-5.015,1.28E-04
157.93,83.836,3003.784,-5.015,1.28E-04
158.187,79.624,2999.572,-5.014,1.28E-04
158.443,75.413,2995.36,-5.014,1.28E-04
158.699,71.201,2991.149,-5.014,1.28E-04
158.955,66.991,2986.938,-5.013,1.28E-04
159.21,62.781,2982.728,-5.013,1.28E-04
159.466,58.571,2978.519,-5.013,1.28E-04
159.722,54.363,2974.31,-5.012,1.28E-04
159.978,50.154,2970.102,-5.012,1.28E-04
160.234,45.946,2965.894,-5.012,1.28E-04
160.49,41.739,2961.687,-5.011,1.27E-04
160.746,37.532,2957.48,-5.011,1.27E-04
161.002,33.326,2953.274,-5.011,1.27E-04
161.258,29.12,2949.068,-5.011,1.27E-04
161.513,24.915,2944.863,-5.01,1.27E-04
161.769,20.711,2940.658,-5.01,1.27E-04
162.025,16.507,2936.454,-5.01,1.27E-04
162.281,12.303,2932.25,-5.009,1.27E-04
162.536,8.1,2928.047,-5.009,1.27E-04
# Event GROUND_HIT occurred at t=163.029 seconds,,,,
# Event SIMULATION_END occurred at t=163.029 seconds,,,,
163.029,0,2919.948,-5.008,1.27E-04
